Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
api,,,,19-06-2024 23:28:14,19-06-2024 23:28:16,"2,586s",PASSED
,,,,,,,
Test Cases/ad,,,,19-06-2024 23:28:14,19-06-2024 23:28:16,"2,467s",PASSED
"sendRequest(findTestObject(""ac/New Request""))",,,,19-06-2024 23:28:14,19-06-2024 23:28:16,"2,278s",PASSED
